step,reward,acc,fmt,len,clipped,mem,step_time,lr,ppl_abs_diff,ess,is_weight,clipped_frac,r_std,zero_std,grad,tr_ppl,ro_ppl
532,0.6334,0.4375,0.9821,1516,0,76.75,68.32,9.79e-06,0.05657,0.9834,0.9934,0.002863,0.349,0,0.01359,1.61,1.512
533,0.6457,0.4509,0.9821,1490,0.004464,76.75,70.28,9.79e-06,0.04822,0.9848,0.9958,0.002148,0.3905,0,0.011,1.554,1.482
534,0.6453,0.4509,0.9777,1594,0.004464,76.75,70.02,9.79e-06,0.04299,0.9873,0.9977,0.001671,0.4144,0,0.01211,1.642,1.568
535,0.5631,0.3661,0.9866,1348,0,76.75,61.6,9.79e-06,0.05408,0.9826,0.9956,0.003072,0.3566,0,0.01016,1.745,1.641
536,0.7295,0.5312,0.9911,1470,0,76.75,77.1,9.78e-06,0.05453,0.9848,0.9958,0.002034,0.4176,0,0.01015,1.885,1.774
537,0.6241,0.4241,1,1423,0,44.37,69.22,9.78e-06,0.05953,0.9846,0.9957,0.001919,0.4415,0,0.01171,1.762,1.662
538,0.6802,0.4821,0.9911,1786,0,59.04,53.08,9.78e-06,0.04805,0.9859,0.9957,0.002152,0.4053,0,0.01351,1.626,1.554
539,0.5704,0.3705,1,1516,0,59.04,42.61,9.78e-06,0.07091,0.9785,0.9931,0.004212,0.4148,0,0.01325,1.844,1.697
540,0.6107,0.4107,1,1476,0,63.92,51.44,9.78e-06,0.05999,0.9855,0.9952,0.002136,0.4218,0,0.01122,1.748,1.649
541,0.7084,0.5089,1,1412,0,77.28,39.94,9.78e-06,0.06287,0.9805,0.9945,0.00345,0.4287,0,0.01129,1.915,1.781
542,0.7172,0.5179,1,1507,0,77.28,65.82,9.78e-06,0.05052,0.9868,0.996,0.001893,0.3951,0,0.0153,1.573,1.5
543,0.6184,0.4196,0.9955,1457,0,77.28,32.39,9.78e-06,0.06142,0.9829,0.9953,0.002865,0.38,0,0.009673,1.818,1.708
544,0.654,0.4554,0.9955,1233,0,77.28,58.91,9.78e-06,0.06624,0.9796,0.9947,0.003411,0.433,0,0.01017,1.998,1.864
545,0.767,0.567,1,1184,0,77.28,64.93,9.78e-06,0.06719,0.9803,0.994,0.003457,0.3998,0,0.009891,1.776,1.658
546,0.8196,0.6205,0.9955,1349,0,77.28,64.95,9.78e-06,0.05919,0.9842,0.9956,0.002607,0.4452,0,0.01042,1.607,1.516
547,0.7257,0.5268,0.9955,1620,0,77.28,66.1,9.78e-06,0.05502,0.9835,0.996,0.002626,0.4541,0,0.01352,1.588,1.502
548,0.7705,0.5714,0.9955,1188,0,77.28,64.33,9.77e-06,0.06422,0.9843,0.9949,0.002522,0.4292,0,0.01093,1.521,1.426
549,0.9321,0.7321,1,1360,0,77.28,77.99,9.77e-06,0.05226,0.9844,0.9964,0.002361,0.4163,0,0.01326,1.664,1.58
550,0.9446,0.7455,0.9955,1227,0,77.28,48.28,9.77e-06,0.05532,0.985,0.9964,0.001793,0.3735,0,0.01042,1.736,1.642
551,0.8116,0.6116,1,907.7,0,77.28,64.05,9.77e-06,0.1269,0.9756,0.9838,0.005492,0.3869,0,0.01036,1.719,1.491
552,0.883,0.683,1,1038,0,77.28,55.63,9.77e-06,0.0679,0.9842,0.9952,0.002931,0.3727,0,0.008183,1.517,1.42
553,0.787,0.5893,0.9911,795.2,0,77.28,55.26,9.77e-06,0.0908,0.9798,0.9936,0.004145,0.4091,0,0.008766,1.651,1.51
554,0.6955,0.4955,1,1015,0,77.28,60.05,9.77e-06,0.07347,0.9813,0.9956,0.002873,0.4404,0,0.00956,1.751,1.628
555,0.6616,0.4643,0.9866,934.5,0,77.28,51,9.77e-06,0.08384,0.9791,0.9929,0.003842,0.3953,0,0.01234,1.742,1.607
556,0.7429,0.5446,0.9911,1032,0,77.28,58.6,9.77e-06,0.07965,0.9784,0.9926,0.004462,0.4342,0,0.0106,1.695,1.563
557,0.5661,0.3661,1,1284,0,77.28,59.38,9.77e-06,0.0637,0.9831,0.9955,0.003118,0.3931,0,0.009005,1.552,1.452
558,0.8107,0.6116,0.9955,1053,0,77.28,51.26,9.77e-06,0.08344,0.976,0.9916,0.005163,0.4225,0,0.01173,1.749,1.598
559,0.7625,0.5625,1,870.6,0,77.28,57.74,9.77e-06,0.0924,0.9736,0.9916,0.004819,0.3884,0,0.009768,2.005,1.804
560,0.8366,0.6384,0.9955,1553,0.004464,77.28,76.61,9.76e-06,0.0464,0.9841,0.9977,0.002012,0.4117,0,0.01406,1.666,1.593
561,0.6107,0.4107,1,1070,0,77.28,67.32,9.76e-06,0.07174,0.9807,0.9923,0.003827,0.4375,0,0.01121,1.536,1.419
562,0.6107,0.4107,1,1094,0,77.28,62.18,9.76e-06,0.05889,0.9853,0.9954,0.002302,0.4071,0,0.008785,1.408,1.329
563,0.6063,0.4062,1,1104,0,77.28,44.73,9.76e-06,0.0578,0.9848,0.9953,0.002749,0.3911,0,0.009749,1.411,1.334
564,0.6241,0.4241,1,884.1,0,77.28,29.25,9.76e-06,0.1034,0.9667,0.987,0.007808,0.3857,0,0.01075,1.899,1.689
565,0.6375,0.4375,1,1568,0,77.28,73.99,9.76e-06,0.05008,0.9866,0.9958,0.002,0.4356,0,0.01205,1.414,1.348
566,0.6671,0.4732,0.9955,1956,0.004464,77.28,65.01,9.76e-06,0.06006,0.981,0.9944,0.002681,0.4575,0,0.01305,1.723,1.594
567,0.6898,0.4911,1,1535,0,77.28,67.25,9.76e-06,0.06495,0.9792,0.9926,0.003653,0.417,0,0.01201,1.608,1.492
568,0.7214,0.5223,0.9955,1355,0,77.28,38.74,9.76e-06,0.07219,0.9814,0.994,0.00255,0.458,0,0.01247,1.618,1.493
569,0.6971,0.5,0.9955,1425,0.004464,77.28,57.06,9.76e-06,0.06679,0.9798,0.9942,0.003035,0.4322,0,0.01409,1.71,1.583
570,0.6903,0.4911,1,1888,0,77.28,76.87,9.76e-06,0.05451,0.9826,0.9964,0.002668,0.4318,0,0.01453,1.62,1.512
571,0.5385,0.3393,1,2020,0,77.28,68.26,9.76e-06,0.0593,0.9789,0.9945,0.00334,0.4086,0,0.01303,1.726,1.6
572,0.5571,0.3571,1,1491,0,77.28,70.93,9.75e-06,0.09007,0.9726,0.9889,0.005606,0.4671,0,0.0124,1.759,1.579
573,0.5816,0.3839,0.9911,1755,0,77.28,56.92,9.75e-06,0.06465,0.9811,0.9935,0.002937,0.3828,0,0.01359,1.623,1.512
574,0.5742,0.375,1,1854,0,77.28,72.14,9.75e-06,0.07409,0.9756,0.9906,0.0044,0.4037,0,0.01306,1.747,1.598
575,0.7308,0.5313,1,1408,0,77.28,57.67,9.75e-06,0.1063,0.9725,0.9855,0.006069,0.3789,0,0.01105,1.762,1.55
576,0.7036,0.5045,0.9955,919,0,77.28,51.73,9.75e-06,0.1541,0.9634,0.978,0.008552,0.3935,0,0.01261,1.994,1.675
577,0.6188,0.4196,0.9955,1124,0,77.28,48.18,9.75e-06,0.1338,0.9647,0.9795,0.008653,0.398,0,0.01329,2.011,1.693
578,0.7576,0.558,1,1328,0,77.28,66.63,9.75e-06,0.1447,0.965,0.9798,0.008883,0.386,0,0.01395,1.848,1.56
579,0.8071,0.6071,1,1122,0,77.28,44.97,9.75e-06,0.1259,0.9708,0.9828,0.005745,0.421,0,0.01287,1.861,1.59
580,0.7688,0.5714,0.9866,1482,0,77.28,58.03,9.75e-06,0.1006,0.9676,0.9857,0.007757,0.4574,0,0.01455,1.894,1.649
581,0.7489,0.5491,1,1731,0,77.28,66.09,9.75e-06,0.05618,0.9791,0.9958,0.003177,0.4226,0,0.01615,1.67,1.57
582,0.667,0.4688,0.9911,1646,0,77.28,66.94,9.75e-06,0.05315,0.9821,0.9953,0.002913,0.4217,0,0.01441,1.532,1.439
583,0.5946,0.3973,0.9911,1641,0.004464,77.28,65.67,9.75e-06,0.07284,0.974,0.9901,0.004741,0.4224,0,0.01476,1.742,1.602
584,0.4705,0.2723,0.9911,1441,0,77.28,59.12,9.74e-06,0.08744,0.9708,0.9861,0.006628,0.3771,0,0.01431,1.739,1.568
585,0.4591,0.2634,0.9866,1649,0.004464,77.28,75.12,9.74e-06,0.09052,0.9738,0.9854,0.005678,0.365,0,0.017,1.627,1.451
586,0.5014,0.3036,0.9955,1246,0,77.28,71.49,9.74e-06,0.1021,0.968,0.9856,0.008008,0.3306,0,0.01309,1.764,1.566
587,0.6309,0.433,0.9955,1318,0,77.28,70.61,9.74e-06,0.08209,0.9729,0.9888,0.005854,0.4061,0,0.01206,1.698,1.54
588,0.6161,0.4196,0.9866,1147,0.004464,77.28,61.17,9.74e-06,0.06884,0.9771,0.9941,0.004164,0.4158,0,0.01381,1.594,1.477
589,0.5902,0.3929,0.9866,1418,0,77.28,68.89,9.74e-06,0.04718,0.983,0.9957,0.002645,0.3903,0,0.01264,1.434,1.367
590,0.6269,0.4286,1,1537,0,77.28,76.75,9.74e-06,0.05354,0.9822,0.9954,0.003077,0.3347,0,0.01425,1.432,1.355
591,0.8205,0.6205,1,1399,0,77.28,57.36,9.74e-06,0.05678,0.98,0.9956,0.003571,0.3886,0,0.0151,1.579,1.482
592,0.8517,0.6518,1,1621,0,77.28,70.77,9.74e-06,0.0622,0.979,0.9951,0.003635,0.4711,0,0.01573,1.632,1.525
593,0.8375,0.6384,0.9955,1648,0,77.28,58.6,9.74e-06,0.06153,0.9776,0.9951,0.003613,0.4561,0,0.01834,1.683,1.575
594,0.6482,0.4509,0.9866,1578,0,58.04,47.88,9.74e-06,0.07754,0.9769,0.9922,0.004393,0.4553,0,0.01437,1.584,1.469
595,0.733,0.5357,0.9866,1552,0,59,53.84,9.73e-06,0.06173,0.979,0.9936,0.003833,0.4715,0,0.01582,1.494,1.406
596,0.6143,0.4152,0.9955,1694,0,59,62.5,9.73e-06,0.06086,0.9778,0.993,0.004516,0.4503,0,0.01595,1.517,1.431
597,0.6777,0.4777,1,1645,0,59,48.52,9.73e-06,0.07026,0.9789,0.993,0.004076,0.4404,0,0.01703,1.491,1.394
598,0.7179,0.5179,1,1732,0,59,50.44,9.73e-06,0.0492,0.9811,0.9941,0.003276,0.416,0,0.01286,1.434,1.365
599,0.7036,0.5045,0.9955,1284,0,59,52.38,9.73e-06,0.07541,0.9762,0.9911,0.004824,0.4407,0,0.01325,1.564,1.444
600,0.8071,0.6071,1,1033,0,59,46.84,9.73e-06,0.08185,0.9773,0.9918,0.004841,0.4546,0,0.01123,1.424,1.311
601,0.8518,0.6518,1,1235,0,59,58.6,9.73e-06,0.07105,0.979,0.9935,0.003785,0.4224,0,0.01503,1.432,1.333
602,0.8241,0.625,0.9955,1145,0,59,52.11,9.73e-06,0.06674,0.9802,0.9939,0.003758,0.4337,0,0.01333,1.391,1.3
603,0.8205,0.6205,1,1129,0,59,54.22,9.73e-06,0.09583,0.9711,0.985,0.006496,0.4147,0,0.01328,1.559,1.397
604,0.9795,0.7812,0.9911,1000,0,59,48.22,9.73e-06,0.1013,0.9745,0.9896,0.005148,0.3787,0,0.0123,1.701,1.527
605,0.9348,0.7366,0.9911,1360,0,59,56.2,9.73e-06,0.05728,0.9803,0.9957,0.002952,0.3872,0,0.1329,1.512,1.428
606,0.7571,0.558,0.9955,1647,0,59,56.88,9.73e-06,0.05821,0.9788,0.9937,0.003886,0.3542,0,0.01492,1.492,1.404
607,0.9268,0.7277,0.9955,1148,0,59,62.83,9.72e-06,0.08268,0.9757,0.992,0.004569,0.4022,0,0.01395,1.632,1.487
608,0.7025,0.5045,0.9955,1220,0,59,67.51,9.72e-06,0.0969,0.9749,0.9905,0.005052,0.3673,0,0.01136,1.805,1.609
609,0.7491,0.5491,1,1370,0,59,52.11,9.72e-06,0.0708,0.9778,0.9917,0.004155,0.4275,0,0.01295,1.503,1.399
610,0.5259,0.3259,1,1831,0,67.64,65.97,9.72e-06,0.06316,0.9775,0.9931,0.00365,0.438,0,0.0141,1.641,1.538
611,0.8183,0.6205,0.9911,1142,0,76.59,53.95,9.72e-06,0.1029,0.9625,0.9854,0.008843,0.3889,0,0.01309,2.012,1.765
612,0.8813,0.683,0.9911,1268,0,76.59,66.87,9.72e-06,0.06386,0.9804,0.9946,0.003549,0.391,0,0.01107,1.443,1.352
613,0.7804,0.5804,1,1225,0,76.59,53.14,9.72e-06,0.07702,0.9724,0.9904,0.005667,0.3827,0,0.01272,1.858,1.692
614,0.8786,0.6786,1,1024,0,76.59,48.91,9.72e-06,0.08192,0.9739,0.9902,0.00531,0.373,0,0.0132,1.63,1.483
615,0.7518,0.5536,0.9911,1075,0,76.59,34.2,9.72e-06,0.08329,0.9807,0.9913,0.003806,0.3873,0,0.0139,1.419,1.303
616,0.7366,0.5402,0.9821,1109,0,76.59,54.35,9.72e-06,0.09764,0.9712,0.9865,0.006358,0.3999,0,0.01289,1.746,1.543
617,0.5563,0.3571,0.9955,1170,0,76.59,52.21,9.72e-06,0.06881,0.9822,0.9935,0.003088,0.432,0,0.01202,1.362,1.273
618,0.5176,0.3214,0.9866,1837,0.004464,76.59,63.46,9.71e-06,0.0586,0.9786,0.9938,0.004333,0.375,0,0.01545,1.576,1.476
619,0.65,0.4509,0.9955,1473,0,76.59,57.1,9.71e-06,0.05503,0.9827,0.9939,0.00285,0.445,0,0.01443,1.386,1.312
620,0.6728,0.4732,0.9978,1217,0,76.59,52.65,9.71e-06,0.1158,0.9636,0.9806,0.0104,0.412,0,0.01439,1.843,1.583
621,0.7655,0.567,0.9955,1667,0,76.59,61.51,9.71e-06,0.06895,0.9787,0.9929,0.00379,0.3955,0,0.014,1.599,1.467
622,0.7714,0.5714,1,1877,0,76.59,64.3,9.71e-06,0.06201,0.9793,0.9942,0.003966,0.3969,0,0.0165,1.573,1.455
623,0.7231,0.5268,0.9955,1944,0.004464,76.59,85.85,9.71e-06,0.06484,0.9783,0.9946,0.004001,0.4487,0,0.01596,1.666,1.532
624,0.6388,0.442,0.9955,1756,0,76.59,71.14,9.71e-06,0.06613,0.979,0.9938,0.003722,0.4378,0,0.01554,1.663,1.527
625,0.5236,0.3259,0.9955,1640,0.004464,76.59,67.64,9.71e-06,0.06778,0.9779,0.9928,0.0042,0.3844,0,0.01452,1.662,1.53
626,0.508,0.308,1,1647,0,76.59,62.64,9.71e-06,0.0874,0.9727,0.9878,0.006093,0.4611,0,0.01586,1.7,1.53
627,0.5079,0.308,1,2063,0,76.59,69.75,9.71e-06,0.04932,0.9798,0.9939,0.004287,0.4348,0,0.01612,1.546,1.464
628,0.4446,0.2455,0.9955,1699,0,76.59,81.7,9.71e-06,0.06078,0.9768,0.9928,0.004427,0.3947,0,0.01983,1.698,1.585
629,0.7429,0.5446,0.9911,1244,0,76.59,48.17,9.7e-06,0.1037,0.9731,0.9875,0.006543,0.3962,0,0.01282,1.623,1.454
630,0.7313,0.5313,1,823.4,0,76.59,38.58,9.7e-06,0.1734,0.9546,0.9695,0.0115,0.387,0,0.01147,2.228,1.832
631,0.8179,0.6205,0.9866,866.4,0,76.59,52.6,9.7e-06,0.1691,0.9482,0.9704,0.01422,0.3901,0,0.01512,2.467,2.029
632,0.7357,0.5357,1,1070,0,76.59,50,9.7e-06,0.1374,0.9605,0.9787,0.01047,0.3807,0,0.01263,2.063,1.751
633,0.758,0.558,1,1329,0,76.59,62.72,9.7e-06,0.1005,0.9715,0.9867,0.006478,0.4202,0,0.01222,1.873,1.651
634,0.8009,0.6027,0.9911,1968,0,76.59,62.03,9.7e-06,0.04305,0.9843,0.9964,0.002606,0.4209,0,0.01558,1.562,1.489
635,0.7177,0.5179,1,1884,0,76.59,60.51,9.7e-06,0.0404,0.9833,0.9957,0.002903,0.4431,0,0.01388,1.478,1.416
636,0.6598,0.4598,1,1678,0,76.59,62.53,9.7e-06,0.0607,0.9813,0.9943,0.003382,0.3942,0,0.0135,1.598,1.49
637,0.6803,0.4821,0.9911,1972,0,76.59,67.91,9.7e-06,0.04542,0.9808,0.9929,0.003572,0.4213,0,0.01543,1.503,1.429
638,0.5427,0.3438,1,1722,0,76.59,70.78,9.7e-06,0.07988,0.9708,0.9861,0.006124,0.3213,0,0.01417,1.807,1.644
639,0.4604,0.2634,0.9955,1672,0.004464,76.59,70.76,9.69e-06,0.06913,0.9735,0.9895,0.005589,0.3797,0,0.02014,1.714,1.59
640,0.5159,0.317,0.9955,1173,0,76.59,70.76,9.69e-06,0.1104,0.963,0.9808,0.008374,0.343,0,0.01353,2.175,1.923
641,0.7705,0.5714,0.9955,1560,0,76.59,61.97,9.69e-06,0.06805,0.976,0.9911,0.004823,0.3543,0,0.01332,1.726,1.594
642,0.7212,0.5223,0.9955,1926,0,76.59,66.58,9.69e-06,0.03946,0.9821,0.9956,0.003252,0.3857,0,0.01726,1.552,1.491
643,0.6622,0.4643,0.9911,1500,0,76.59,68.55,9.69e-06,0.06041,0.9773,0.9915,0.004972,0.3099,0,0.0135,1.722,1.573
644,0.6642,0.4643,1,2058,0,76.59,69.1,9.69e-06,0.03387,0.985,0.9966,0.002321,0.4103,0,0.01472,1.465,1.416
645,0.689,0.4911,0.9911,1375,0,76.59,67.84,9.69e-06,0.05606,0.9782,0.9942,0.003745,0.4208,0,0.01356,1.822,1.706
646,0.8116,0.6116,1,1757,0,76.59,59.06,9.69e-06,0.05128,0.9836,0.9954,0.002296,0.4356,0,0.01677,1.613,1.526
647,0.749,0.5491,1,1650,0,76.59,64.15,9.69e-06,0.04952,0.982,0.9955,0.002657,0.4491,0,0.01439,1.75,1.659
648,0.8938,0.6964,0.9866,1621,0,76.59,72.13,9.69e-06,0.05853,0.9798,0.9947,0.00353,0.4404,0,0.01503,1.759,1.641
649,0.7844,0.5848,1,1416,0,76.59,68.23,9.69e-06,0.1037,0.961,0.9829,0.009129,0.4251,0,0.01679,2.276,1.998
650,0.838,0.6384,1,1461,0,76.59,67.93,9.68e-06,0.08079,0.9744,0.9897,0.005442,0.4068,0,0.01451,1.774,1.613
651,0.6866,0.4866,1,1679,0,63.45,72.15,9.68e-06,0.06608,0.9798,0.9921,0.003929,0.4464,0,0.01573,1.584,1.483
652,0.779,0.5804,0.9955,1676,0,64.29,56.66,9.68e-06,0.08452,0.9694,0.9871,0.007234,0.4203,0,0.01279,1.891,1.703
653,0.7212,0.5223,0.9955,1901,0,64.29,78.12,9.68e-06,0.05556,0.9826,0.9939,0.003238,0.4666,0,0.01784,1.575,1.496
654,0.8595,0.6607,0.9955,1485,0,64.29,45.08,9.68e-06,0.05124,0.9832,0.9958,0.003053,0.3841,0,0.01232,1.438,1.367
655,0.8009,0.6027,0.9911,1664,0,64.29,73.32,9.68e-06,0.04906,0.9817,0.994,0.003187,0.421,0,0.01448,1.552,1.479
656,0.9589,0.7589,1,1292,0,64.29,57.23,9.68e-06,0.06615,0.9783,0.9915,0.004569,0.3849,0,0.01127,1.616,1.493
657,0.8773,0.6786,0.9955,1355,0,64.29,75.17,9.68e-06,0.05734,0.9841,0.9954,0.002791,0.44,0,0.01373,1.464,1.373
658,0.8821,0.683,0.9955,1328,0,64.29,63.35,9.68e-06,0.04811,0.9843,0.9955,0.002382,0.37,0,0.01518,1.521,1.453
659,0.9168,0.7188,0.9911,1947,0,64.29,64.91,9.68e-06,0.03712,0.9859,0.9964,0.001924,0.4226,0,0.01688,1.535,1.48
660,0.9357,0.7366,0.9955,1330,0,64.29,59.31,9.67e-06,0.06168,0.9781,0.9922,0.003971,0.3682,0,0.01455,1.849,1.717
661,0.8911,0.692,0.9955,1475,0,64.29,66.64,9.67e-06,0.06381,0.9801,0.9921,0.003676,0.3599,0,0.01334,1.649,1.524
662,0.8547,0.6562,0.9955,1935,0,64.29,81.76,9.67e-06,0.05229,0.9811,0.9934,0.003183,0.3466,0,0.01862,1.662,1.571
663,0.7536,0.558,0.9777,1631,0,64.29,53.91,9.67e-06,0.07128,0.9737,0.9907,0.005941,0.4482,0,0.01496,1.864,1.713
664,0.8054,0.6071,0.9911,1816,0,64.29,67.15,9.67e-06,0.04503,0.9825,0.9956,0.002238,0.4318,0,0.01385,1.689,1.615
665,0.6854,0.4866,0.9955,1765,0,64.29,71.69,9.67e-06,0.04692,0.9838,0.9954,0.002573,0.4443,0,0.01465,1.532,1.463
666,0.733,0.5357,0.9866,1314,0,64.29,53.28,9.67e-06,0.0877,0.9726,0.9874,0.006391,0.4059,0,0.01311,1.78,1.599
667,0.842,0.6473,0.9732,1438,0,64.29,60.71,9.67e-06,0.06724,0.9747,0.9897,0.005539,0.4174,0,0.01398,1.821,1.646
668,0.8785,0.6786,1,1710,0,64.29,73.62,9.67e-06,0.0642,0.9747,0.9915,0.005485,0.3775,0,0.01269,1.754,1.615
669,0.775,0.5759,0.9955,1360,0,64.29,58.12,9.67e-06,0.1237,0.9517,0.9772,0.01364,0.3908,0,0.01246,2.422,2.051
670,0.7357,0.5402,0.9777,1358,0,64.29,43.32,9.66e-06,0.06833,0.9765,0.99,0.004767,0.4555,0,0.0131,1.663,1.533
671,0.717,0.5179,0.9955,1915,0,64.29,65.23,9.66e-06,0.06962,0.9746,0.9876,0.005634,0.4321,0,0.01477,1.664,1.519
672,0.7804,0.5848,0.9777,1155,0,64.29,33.89,9.66e-06,0.07831,0.9732,0.9883,0.006256,0.4354,0,0.01413,1.665,1.502
673,0.6643,0.4643,1,1246,0,64.29,28.57,9.66e-06,0.0538,0.9829,0.995,0.002716,0.4371,0,0.01239,1.49,1.415
674,0.6277,0.4286,0.9955,1073,0,64.29,36.6,9.66e-06,0.1032,0.9662,0.9837,0.008293,0.4019,0,0.0126,1.933,1.687
675,0.6402,0.442,0.9911,1452,0,64.29,42.34,9.66e-06,0.06327,0.977,0.992,0.005123,0.457,0,0.01225,1.541,1.442
676,0.6754,0.4777,0.9888,1255,0,64.29,26.81,9.66e-06,0.0713,0.9762,0.9904,0.005556,0.3587,0,0.01318,1.594,1.461
677,0.7268,0.5268,1,1425,0,64.29,42.39,9.66e-06,0.06581,0.9759,0.9909,0.005401,0.4494,0,0.01569,1.64,1.507
678,0.7848,0.5848,1,1182,0,64.29,41.92,9.66e-06,0.07338,0.9745,0.9906,0.006164,0.4116,0,0.01583,1.639,1.487
679,0.6857,0.4866,0.9955,1714,0,64.29,54.38,9.66e-06,0.07178,0.9737,0.9879,0.006115,0.4226,0,0.01525,1.774,1.598
680,0.7283,0.5312,0.9866,1762,0,64.29,67.37,9.65e-06,0.08008,0.9673,0.9867,0.008436,0.4183,0,0.01675,1.93,1.712
681,0.7233,0.5268,0.9911,2067,0,64.29,62.5,9.65e-06,0.06461,0.9751,0.9911,0.005288,0.4468,0,0.01577,1.723,1.574
682,0.7504,0.5536,0.9844,1433,0,66.66,40.07,9.65e-06,0.09755,0.963,0.9827,0.009726,0.4191,0,0.01677,1.972,1.719
683,0.7571,0.558,0.9955,1879,0,66.66,75.91,9.65e-06,0.07497,0.9753,0.9888,0.005225,0.4627,0,0.01556,1.684,1.507
684,0.7132,0.5134,1,1756,0,66.66,68.44,9.65e-06,0.05886,0.9767,0.9927,0.004263,0.4608,0,0.0175,1.662,1.547
685,0.6955,0.5,0.9777,1611,0,66.66,52.41,9.65e-06,0.06,0.9783,0.9931,0.004677,0.4596,0,0.01736,1.583,1.491
686,0.6125,0.4152,0.9866,1717,0,66.66,54.8,9.65e-06,0.0634,0.9725,0.9894,0.006242,0.4324,0,0.01918,1.672,1.563
687,0.5955,0.3973,0.9911,1568,0,66.66,55.6,9.65e-06,0.07299,0.9712,0.991,0.006881,0.4242,0,0.01503,1.779,1.628
688,0.5679,0.3705,0.9866,1765,0,66.66,60.81,9.65e-06,0.07829,0.9693,0.9897,0.006949,0.4321,0,0.0203,1.9,1.715
689,0.6804,0.4866,0.9688,939.4,0,66.66,35.77,9.65e-06,0.1439,0.9541,0.9755,0.01324,0.3335,0,0.01746,2.124,1.759
690,0.658,0.4598,0.9911,1502,0,66.66,54.43,9.64e-06,0.1393,0.9491,0.9714,0.01467,0.4016,0,0.01536,2.333,1.928
691,0.7911,0.5938,0.9866,1145,0,66.66,47.83,9.64e-06,0.1424,0.9517,0.9728,0.01359,0.4179,0,0.01513,2.201,1.836
692,0.6893,0.4911,0.9911,1019,0,66.66,52.56,9.64e-06,0.1329,0.9537,0.9763,0.01381,0.4154,0,0.0144,2.095,1.765
693,0.8063,0.6071,0.9955,1650,0,66.66,47.8,9.64e-06,0.04884,0.9713,0.9917,0.006963,0.4533,0,0.02586,1.685,1.605
694,0.8152,0.6161,0.9955,1247,0,66.66,59.86,9.64e-06,0.09794,0.9618,0.9826,0.01091,0.4495,0,0.01605,1.88,1.645
695,0.7429,0.5446,0.9911,1467,0,66.66,43.06,9.64e-06,0.05316,0.9745,0.9909,0.005681,0.4117,0,0.01605,1.517,1.439
696,0.7299,0.5357,0.971,1407,0,66.66,51.21,9.64e-06,0.07004,0.9704,0.9877,0.007043,0.3499,0,0.01378,1.737,1.616
697,0.4195,0.2232,0.9821,1474,0,66.66,52.2,9.64e-06,0.09303,0.9637,0.981,0.00963,0.3268,0,0.016,1.894,1.682
698,0.5799,0.3884,0.9576,1433,0,66.66,56.85,9.64e-06,0.07715,0.9695,0.9847,0.008011,0.3196,0,0.01783,1.661,1.521
699,0.5366,0.3437,0.9643,1333,0,66.66,52.76,9.64e-06,0.07546,0.9655,0.9852,0.009326,0.3208,0,0.01401,1.794,1.642
700,0.5991,0.4062,0.9643,1275,0,67.35,44.3,9.63e-06,0.06814,0.9698,0.9871,0.007891,0.3441,0,0.01496,1.641,1.524
701,0.7098,0.5134,0.9821,1205,0,67.35,41.38,9.63e-06,0.04903,0.9744,0.9928,0.006077,0.3795,0,0.01696,1.614,1.537
702,0.5571,0.3571,1,1267,0,67.35,40.72,9.63e-06,0.05313,0.9753,0.9921,0.005901,0.3666,0,0.01466,1.562,1.48
703,0.6759,0.4777,0.9911,1069,0,67.35,39.5,9.63e-06,0.07433,0.9659,0.986,0.009333,0.3871,0,0.01611,1.794,1.632
704,0.708,0.5089,0.9955,995,0,67.35,41.57,9.63e-06,0.07523,0.9691,0.988,0.007651,0.41,0,0.01587,1.696,1.568
705,0.8576,0.6607,0.9844,994.3,0,67.35,37.8,9.63e-06,0.07851,0.9686,0.988,0.006862,0.4008,0,0.01431,1.787,1.641
706,0.9549,0.7589,0.9799,1037,0,67.35,40.42,9.63e-06,0.103,0.9601,0.9818,0.009854,0.4009,0,0.01522,2.005,1.78
707,0.7946,0.5982,0.9821,1202,0,67.35,37.66,9.63e-06,0.07233,0.9647,0.9872,0.008253,0.4399,0,0.02323,1.913,1.768
708,0.9179,0.7188,0.9955,1055,0,67.35,43.3,9.63e-06,0.09011,0.9656,0.9837,0.008555,0.3806,0,0.01576,1.783,1.601
709,0.7714,0.5714,1,1141,0,67.35,42.72,9.63e-06,0.09189,0.9624,0.9845,0.00976,0.3595,0,0.01177,1.829,1.645
710,0.7571,0.558,0.9955,1041,0,67.35,40.41,9.62e-06,0.09456,0.9589,0.9833,0.01068,0.3601,0,0.01661,1.886,1.687
711,0.9214,0.7232,0.9911,1056,0,67.35,34.38,9.62e-06,0.08916,0.9623,0.9852,0.009792,0.3463,0,0.013,1.816,1.634
712,0.6366,0.4509,0.9286,832.4,0,67.35,39.04,9.62e-06,0.1516,0.9436,0.9699,0.01719,0.3818,0,0.01525,2.273,1.873
713,0.7513,0.5714,0.8996,991.6,0,67.35,21.73,9.62e-06,0.08637,0.9697,0.9846,0.007588,0.3948,0,0.01652,1.509,1.383
714,0.6679,0.4821,0.9286,906.4,0,67.35,25.96,9.62e-06,0.08631,0.9671,0.9846,0.008016,0.3498,0,0.01737,1.619,1.483
715,0.5991,0.4196,0.8973,852.8,0,67.35,24.08,9.62e-06,0.1003,0.9659,0.9817,0.009039,0.4036,0,0.01404,1.604,1.454
