step,reward,acc,fmt,len,clipped,mem,step_time,lr,ppl_abs_diff,ess,is_weight,clipped_frac,r_std,zero_std,grad,tr_ppl,ro_ppl,ent,ent_thr,soft_ol,clip_region
1226,0.4567,0.2589,0.9911,1532,0,82.69,74.04,8.91e-06,0.1403,0.9329,0.9572,0.01985,0.3122,0,0.01414,2.346,1.987,0.7295,0.9069,-0.002258,0
1227,0.4946,0.2946,1,1429,0,82.69,69.91,8.91e-06,0.09091,0.9499,0.9737,0.0145,0.4101,0,0.01619,1.906,1.74,0.5908,1.074,0,0
1228,0.6862,0.4866,0.9978,1845,0,82.69,70.91,8.9e-06,0.05881,0.9594,0.985,0.01121,0.3751,0,0.02318,1.761,1.661,0.5235,1.374,0,0
1229,0.6866,0.4866,1,1297,0,82.69,40.75,8.9e-06,0.06187,0.9652,0.9854,0.00967,0.3685,0,0.02203,1.589,1.496,0.4117,1.319,0,0
1230,0.9134,0.7143,0.9955,1551,0,82.69,49.09,8.9e-06,0.07577,0.9525,0.9794,0.01366,0.4119,0,0.02082,1.912,1.771,0.5767,0.9725,0,0
1231,0.8286,0.6295,0.9955,1578,0,82.69,43.11,8.9e-06,0.06583,0.9564,0.9826,0.01207,0.3924,0,0.02006,1.893,1.767,0.5703,0.8657,0,0
1232,0.9455,0.7455,1,1396,0,82.69,43.58,8.9e-06,0.0759,0.9534,0.9804,0.01309,0.4033,0,0.01891,1.931,1.786,0.5889,0.989,0,0
1233,0.9455,0.7455,1,1344,0,82.69,40.85,8.89e-06,0.08072,0.9521,0.9762,0.01357,0.4125,0,0.02321,1.89,1.742,0.5723,1.067,0,0
1234,0.758,0.558,1,1098,0,82.69,43.37,8.89e-06,0.1195,0.9472,0.9682,0.01639,0.4102,0,0.01617,1.929,1.663,0.5065,1.079,0,0
1235,0.8155,0.6161,1,1331,0,82.69,56.62,8.89e-06,0.1266,0.9364,0.9618,0.02006,0.3634,0,0.02093,2.065,1.786,0.6257,1.246,-0.00262,0
1236,0.646,0.4464,0.9978,1242,0,82.69,45.33,8.89e-06,0.1178,0.9375,0.9668,0.01841,0.3923,0,0.01619,2.315,2.03,0.7408,1.295,0,0
1237,0.8429,0.6429,1,1443,0,82.69,51.32,8.89e-06,0.09115,0.9484,0.9747,0.01533,0.426,0,0.01982,1.924,1.731,0.5732,1.098,0,0
1238,0.8116,0.6116,1,1662,0,82.69,51.23,8.89e-06,0.0856,0.9489,0.9753,0.01517,0.4299,0,0.02325,1.924,1.763,0.591,1.517,0,0
1239,0.7442,0.5446,0.9978,1583,0,82.69,57.31,8.88e-06,0.09095,0.9438,0.9717,0.01643,0.4162,0,0.02547,1.976,1.802,0.6355,1.426,0,0
1240,0.8518,0.6518,1,1635,0,82.69,63.01,8.88e-06,0.08494,0.9488,0.974,0.01419,0.3628,0,0.02168,1.919,1.765,0.599,1.56,0,0
1241,0.7223,0.5223,1,2039,0,82.69,48.53,8.88e-06,0.06933,0.9532,0.9796,0.01332,0.3864,0,0.02744,1.871,1.747,0.5883,1.437,0,0
1242,0.7179,0.5179,1,1559,0,82.69,59.13,8.88e-06,0.1385,0.9396,0.9621,0.01799,0.3842,0,0.01991,2.064,1.746,0.5762,0.8048,0,0
1243,0.7,0.5,1,1504,0,82.69,45.98,8.88e-06,0.08432,0.9561,0.977,0.01255,0.385,0,0.02279,1.719,1.572,0.4473,0.5824,0,0
1244,0.9188,0.7188,1,1444,0,82.69,50.99,8.88e-06,0.08636,0.9561,0.9775,0.0125,0.3741,0,0.02391,1.715,1.566,0.4533,0.4863,0,0
1245,0.825,0.625,1,1415,0,82.69,41.49,8.87e-06,0.07483,0.9619,0.9792,0.01162,0.4205,0,0.0221,1.51,1.4,0.3575,0.5446,0,0
1246,0.7045,0.5045,1,1466,0,82.69,50.85,8.87e-06,0.1003,0.9519,0.97,0.01403,0.4034,0,0.0223,1.707,1.54,0.4609,0.7028,0,0
1247,0.6402,0.442,0.9955,1997,0.004464,82.69,73.33,8.87e-06,0.0867,0.9553,0.9724,0.01322,0.4713,0,0.01902,1.578,1.448,0.3961,0.9076,-0.004464,0
1248,0.6375,0.4375,1,2108,0,82.69,63.73,8.87e-06,0.08906,0.9569,0.974,0.01234,0.4106,0,0.03348,1.56,1.429,0.383,0.9063,0,0
1249,0.5929,0.3929,1,1796,0,82.69,59.37,8.87e-06,0.09323,0.9552,0.9731,0.01359,0.4071,0,0.02173,1.544,1.405,0.3616,0.8951,0,0
1250,0.6018,0.4018,1,1645,0,82.69,58.14,8.87e-06,0.1168,0.9486,0.9669,0.01519,0.4351,0,0.03158,1.742,1.514,0.4291,0.8535,0,0
1251,0.8116,0.6116,1,1669,0,82.69,71.12,8.86e-06,0.1328,0.9468,0.9642,0.01575,0.4017,0,0.022,1.772,1.486,0.408,0.7449,0,0
1252,0.8942,0.6964,0.9933,1723,0.004464,82.69,67.87,8.86e-06,0.1036,0.955,0.972,0.01313,0.3985,0,0.02232,1.593,1.403,0.3469,0.4886,-0.004499,0
1253,0.8786,0.6786,1,1283,0,82.69,54.3,8.86e-06,0.1503,0.9446,0.9608,0.01704,0.3652,0,0.01971,1.765,1.454,0.3833,0.7649,0,0
1254,0.7125,0.5134,0.9955,1933,0,82.69,64.62,8.86e-06,0.05457,0.9665,0.9865,0.008528,0.414,0,0.02348,1.54,1.459,0.3662,1.098,0,0
1255,0.6241,0.4241,1,1871,0,82.69,59.7,8.86e-06,0.06673,0.9603,0.9846,0.01031,0.465,0,0.0247,1.614,1.508,0.3993,1.04,0,0
1256,0.7089,0.5089,1,1969,0,82.69,82.97,8.85e-06,0.06198,0.9662,0.9845,0.009102,0.4116,0,0.02357,1.457,1.369,0.31,1.08,0,0
1257,0.7357,0.5357,1,1555,0,82.69,55.06,8.85e-06,0.1044,0.9527,0.9686,0.01395,0.4181,0,0.02226,1.56,1.396,0.3578,1,0,0
1258,0.7179,0.5179,1,1489,0,82.69,45.93,8.85e-06,0.09451,0.9589,0.9737,0.01198,0.4323,0,0.02254,1.455,1.32,0.3012,0.8536,0,0
1259,0.825,0.625,1,1812,0,82.69,70.35,8.85e-06,0.09463,0.9558,0.9716,0.01273,0.378,0,0.03266,1.52,1.374,0.3437,1.28,0,0
1260,0.7536,0.5536,1,2301,0,82.69,70.63,8.85e-06,0.07123,0.9607,0.9795,0.01107,0.4179,0,0.04029,1.489,1.381,0.339,1.051,0,0
1261,0.7223,0.5223,1,2124,0,82.69,62.26,8.85e-06,0.0662,0.9625,0.9828,0.01013,0.4221,0,0.04684,1.47,1.376,0.3259,0.9012,0,0
1262,0.7268,0.5268,1,2088,0,82.69,88.21,8.84e-06,0.09663,0.9531,0.9741,0.01371,0.448,0,0.02698,1.645,1.452,0.3696,0.8508,0,0
1263,0.7795,0.5804,0.9955,1940,0,82.69,61.41,8.84e-06,0.07562,0.96,0.9792,0.0115,0.428,0,0.03826,1.488,1.379,0.3396,0.8822,0,0
1264,0.9054,0.7054,1,2337,0,82.69,61.76,8.84e-06,0.067,0.9603,0.9815,0.01103,0.3839,0,0.02663,1.533,1.433,0.3676,0.9161,0,0
1265,0.7179,0.5179,1,2097,0,82.69,60.74,8.84e-06,0.08265,0.9543,0.9763,0.01258,0.4062,0,0.03016,1.603,1.475,0.403,0.9865,0,0
1266,0.7804,0.5804,1,1838,0,82.69,64.47,8.84e-06,0.08032,0.9566,0.9788,0.01229,0.3714,0,0.0309,1.556,1.434,0.3699,0.9417,0,0
1267,0.8205,0.6205,1,2026,0,82.69,67.51,8.84e-06,0.08343,0.9572,0.9763,0.01212,0.3951,0,0.02626,1.554,1.425,0.3697,0.9209,0,0
1268,0.7134,0.5134,1,1661,0,82.69,57.42,8.83e-06,0.1474,0.9468,0.9635,0.01562,0.3125,0,0.03352,1.899,1.562,0.4211,0.7215,0,0
1269,0.8652,0.6652,1,1840,0,82.69,88.1,8.83e-06,0.08662,0.9639,0.9787,0.01046,0.1812,0.4286,0.03463,1.419,1.297,0.2683,0.8334,0,0
1270,0.508,0.308,1,1666,0,82.69,73.42,8.83e-06,0.1244,0.9486,0.9676,0.01522,0.3478,0,0.02358,1.665,1.43,0.365,0.681,0,0
1271,0.7357,0.5357,1,1847,0,82.69,60.97,8.83e-06,0.1288,0.949,0.9649,0.01558,0.3584,0,0.02185,1.685,1.428,0.3582,0.5312,0,0
1272,0.7045,0.5045,1,1537,0,82.69,59.63,8.83e-06,0.145,0.9458,0.961,0.0157,0.3402,0,0.02546,1.77,1.471,0.3795,0.5503,0,0
1273,0.8027,0.6027,1,1421,0,82.69,55.03,8.82e-06,0.1429,0.9463,0.9622,0.0166,0.3636,0,0.02877,1.714,1.429,0.3552,0.5446,0,0
1274,0.8027,0.6027,1,1546,0,82.69,95.21,8.82e-06,0.1018,0.9563,0.9749,0.01333,0.2895,0.2857,0.04652,1.49,1.339,0.3049,0.3673,0,0
1275,0.8339,0.6339,1,1654,0,82.69,69.4,8.82e-06,0.09739,0.9566,0.9747,0.01252,0.4112,0,0.02868,1.551,1.405,0.3576,0.7712,0,0
1276,0.8603,0.6607,0.9978,1603,0,82.69,59.27,8.82e-06,0.09951,0.9498,0.9701,0.01486,0.4092,0,0.03566,1.584,1.434,0.3851,0.9003,0,0
1277,0.8339,0.6339,1,2213,0,82.69,82.55,8.82e-06,0.08215,0.957,0.975,0.01259,0.379,0,0.02931,1.466,1.348,0.3253,0.9035,0,0
1278,0.8607,0.6607,1,1423,0,82.69,52.67,8.82e-06,0.1188,0.954,0.9691,0.01416,0.3295,0,0.02562,1.496,1.328,0.3108,0.6512,0,0
1279,0.7576,0.558,0.9978,1683,0,82.69,67.77,8.81e-06,0.09842,0.9512,0.9723,0.01453,0.4135,0,0.02556,1.596,1.445,0.3948,0.888,0,0
1280,0.7045,0.5045,1,1569,0,82.69,60.14,8.81e-06,0.09587,0.9584,0.9766,0.01206,0.4018,0,0.02544,1.516,1.379,0.3339,0.8952,0,0
1281,0.7179,0.5179,1,1594,0,82.69,51.87,8.81e-06,0.08686,0.9609,0.9795,0.01188,0.3861,0,0.01959,1.471,1.349,0.3129,0.7344,0,0
1282,0.6554,0.4554,1,1983,0,82.69,62.73,8.81e-06,0.08162,0.9594,0.978,0.01154,0.4448,0,0.02106,1.564,1.442,0.3785,0.8871,0,0
1283,0.6643,0.4643,1,1738,0,82.69,56.85,8.81e-06,0.06623,0.9625,0.9847,0.0104,0.3672,0,0.02235,1.552,1.452,0.3743,0.6715,0,0
1284,0.7759,0.5759,1,1662,0,82.69,66.93,8.81e-06,0.09213,0.9536,0.9747,0.01287,0.4161,0,0.01975,1.645,1.5,0.4207,0.6885,0,0
1285,0.6286,0.4286,1,1735,0,82.69,51.42,8.8e-06,0.07242,0.9584,0.983,0.01116,0.4578,0,0.02094,1.683,1.566,0.4529,0.7011,0,0
1286,0.7804,0.5804,1,1861,0,82.69,55.17,8.8e-06,0.07634,0.9556,0.979,0.01246,0.4171,0,0.02455,1.615,1.497,0.424,0.7154,0,0
1287,0.7134,0.5134,1,1127,0,82.69,47.96,8.8e-06,0.1582,0.9433,0.956,0.0166,0.4141,0,0.01554,1.788,1.506,0.4381,1.226,0,0
1288,0.5393,0.3393,1,1558,0,82.69,66.24,8.8e-06,0.1443,0.9361,0.9564,0.01926,0.3799,0,0.0207,1.996,1.701,0.5767,1.169,0,0
1289,0.7223,0.5223,1,1259,0,82.69,43.43,8.8e-06,0.1599,0.9379,0.9533,0.01907,0.389,0,0.01767,1.892,1.585,0.4993,0.692,0,0
1290,0.8027,0.6027,1,1561,0,82.69,55.87,8.79e-06,0.1587,0.9362,0.9558,0.01902,0.4227,0,0.0234,2.039,1.685,0.5356,1.171,0,0
1291,0.6911,0.4911,1,1261,0,82.69,59.07,8.79e-06,0.1381,0.9461,0.9615,0.01596,0.3366,0,0.01894,1.744,1.505,0.4394,0.2626,0,0
1292,0.8027,0.6027,1,1222,0,82.69,64.57,8.79e-06,0.1302,0.9539,0.9672,0.01364,0.3871,0,0.0196,1.541,1.354,0.3343,0.6231,0,0
1293,0.7974,0.5982,0.9978,1484,0,82.69,62.5,8.79e-06,0.1123,0.9575,0.9697,0.01263,0.3708,0,0.01911,1.528,1.365,0.3377,0.5041,-0.002058,0
1294,0.7982,0.5982,1,1036,0,82.69,43.86,8.79e-06,0.1649,0.9428,0.9562,0.01782,0.3463,0,0.02128,1.71,1.428,0.3904,0.3096,0,0
1295,0.6951,0.4955,0.9978,1672,0,82.69,61.1,8.79e-06,0.1273,0.9415,0.9584,0.01766,0.368,0,0.01973,1.735,1.526,0.4617,0.6959,0,0
1296,0.7536,0.5536,1,1786,0,82.69,61.75,8.78e-06,0.1025,0.9459,0.9687,0.01569,0.3982,0,0.02468,1.761,1.586,0.4915,0.8135,0,0
1297,0.8067,0.6071,0.9978,1493,0,82.69,61.7,8.78e-06,0.121,0.9461,0.9639,0.01619,0.3632,0,0.02371,1.682,1.487,0.4279,0.5963,0,0
1298,0.8027,0.6027,1,1634,0,82.69,41.69,8.78e-06,0.1147,0.9438,0.964,0.01622,0.375,0,0.02486,1.697,1.507,0.4523,0.7374,0,0
1299,0.5911,0.3929,0.9955,1859,0.004464,84.95,56.4,8.78e-06,0.08682,0.9567,0.9777,0.01269,0.4494,0,0.02453,1.573,1.441,0.3838,0.5878,-0.004464,0
1300,0.6322,0.433,1,1697,0,84.95,69.52,8.78e-06,0.09359,0.9568,0.9761,0.01225,0.4528,0,0.02308,1.613,1.468,0.3938,0.7318,-0.004379,0
1301,0.626,0.4286,0.9955,1606,0.004464,84.95,42.19,8.77e-06,0.08467,0.9601,0.9786,0.01158,0.4168,0,0.02496,1.511,1.388,0.3356,0.6409,-0.008292,0
1302,0.6196,0.4196,1,1640,0,84.95,59.59,8.77e-06,0.09785,0.9578,0.9741,0.01232,0.4353,0,0.02217,1.497,1.353,0.324,0.5295,-0.0001482,0
1303,0.5391,0.3393,1,1515,0,84.95,39.27,8.77e-06,0.09729,0.9543,0.973,0.01338,0.4302,0,0.02135,1.54,1.396,0.3573,0.5861,-0.0008697,0
1304,0.5928,0.3929,1,1772,0,84.95,51.39,8.77e-06,0.08555,0.9576,0.978,0.01247,0.3942,0,0.02186,1.515,1.391,0.3473,0.6001,-0.0004534,0
1305,0.9902,0.7902,1,1232,0,57.75,83.89,8.77e-06,0.108,0.962,0.9727,0.01111,0.3773,0,0.02477,1.416,1.271,0.2591,0.8136,0,0
1306,0.9675,0.7679,1,1637,0,57.75,89.35,8.77e-06,0.08823,0.9606,0.9754,0.01166,0.3427,0,0.02312,1.435,1.314,0.2973,0.1597,-0.001903,0
1307,0.7892,0.5893,1,1736,0,57.75,92.23,8.76e-06,0.07736,0.9609,0.9796,0.01096,0.3597,0,0.02451,1.486,1.374,0.3314,0.5359,-0.000473,0
1308,0.7669,0.567,1,3068,0,57.75,85.84,8.76e-06,0.06352,0.9631,0.98,0.01066,0.4055,0,0.03148,1.419,1.331,0.3137,0.757,-0.0001504,0
1309,0.6349,0.4375,0.9955,2392,0.004464,57.75,93.55,8.76e-06,0.06454,0.9635,0.983,0.01043,0.4429,0,0.03007,1.43,1.34,0.3099,0.5696,-0.008591,0
1310,0.8821,0.683,1,2154,0,57.77,72.85,8.76e-06,0.1056,0.9504,0.9663,0.0142,0.3367,0,0.02576,1.552,1.393,0.3774,0.5717,-0.004639,0
1311,0.7759,0.5759,1,1467,0,57.77,55.37,8.76e-06,0.1765,0.9439,0.9517,0.0162,0.3996,0,0.02179,1.796,1.424,0.3822,0.6406,0,0
1312,0.9205,0.7232,0.9911,2026,0.004464,57.77,76.86,8.76e-06,0.1274,0.9502,0.9638,0.01434,0.3952,0,0.03883,1.662,1.417,0.3742,1.293,-0.004464,0
1313,0.8512,0.6518,1,2132,0,57.77,73.74,8.75e-06,0.1267,0.9501,0.9608,0.01446,0.3481,0,0.03306,1.58,1.367,0.3539,0.9764,-0.003093,0
1314,0.8205,0.6205,1,1974,0,57.77,81.99,8.75e-06,0.1337,0.9488,0.9636,0.01491,0.4097,0,0.02454,1.668,1.409,0.3752,0.9384,0,0
1315,0.8116,0.6116,1,2198,0,57.77,81.34,8.75e-06,0.0766,0.965,0.9775,0.01028,0.4054,0,0.02347,1.35,1.25,0.2476,0.6941,0,0
1316,0.6821,0.4821,1,2007,0,61.13,73.09,8.75e-06,0.09542,0.9607,0.9722,0.01143,0.4425,0,0.02331,1.453,1.303,0.2955,0.6605,0,0
1317,0.829,0.6295,0.9978,2060,0,61.13,56.25,8.75e-06,0.09572,0.9602,0.9717,0.01168,0.375,0,0.03358,1.45,1.299,0.2947,0.6466,0,0
1318,0.8276,0.6295,0.9955,2813,0.004464,61.99,93.28,8.74e-06,0.0964,0.9596,0.971,0.01185,0.4137,0,0.04177,1.461,1.301,0.2968,0.8816,-0.004983,0
1319,0.8109,0.6116,1,2197,0,82.02,70.11,8.74e-06,0.0835,0.9624,0.9777,0.01035,0.4224,0,0.03245,1.492,1.357,0.3155,0.7907,-0.00368,0
1320,0.7714,0.5714,1,1831,0,82.02,69.83,8.74e-06,0.1332,0.9449,0.9632,0.01696,0.4331,0,0.03201,1.756,1.511,0.4411,0.7414,0,0
1321,0.9142,0.7143,1,2134,0,82.02,105.2,8.74e-06,0.06763,0.9664,0.9822,0.009325,0.399,0,0.03081,1.417,1.318,0.2819,0.8194,-0.0005384,0
1322,0.7617,0.5625,1,2283,0,82.02,80.59,8.74e-06,0.08196,0.9629,0.9772,0.01084,0.3173,0,0.0343,1.467,1.334,0.3108,0.5792,-0.004085,0
1323,0.7089,0.5089,1,2349,0,82.02,49.29,8.73e-06,0.06953,0.9617,0.9785,0.01104,0.4104,0,0.02943,1.547,1.447,0.3807,0.6318,0,0
1324,0.9432,0.7455,1,2448,0,82.02,88.58,8.73e-06,0.06575,0.9616,0.9799,0.01082,0.3428,0,0.02776,1.549,1.446,0.4049,0.9959,-0.01155,0
1325,0.7561,0.558,0.9978,2593,0,82.02,70.74,8.73e-06,0.07486,0.9569,0.9761,0.01197,0.3941,0,0.0383,1.667,1.547,0.4712,1.122,-0.007363,0
1326,0.7481,0.5491,1,2693,0,82.02,73.1,8.73e-06,0.0596,0.9626,0.9834,0.009908,0.3751,0,0.02805,1.685,1.59,0.4673,0.8509,-0.004948,0
1327,0.6851,0.4866,0.9955,2366,0,82.02,84.44,8.73e-06,0.1028,0.9502,0.9651,0.01438,0.4158,0,0.03229,1.763,1.571,0.5041,1.452,-0.003176,0
1328,0.5656,0.3661,1,2317,0,82.02,85.56,8.73e-06,0.1383,0.944,0.9513,0.01614,0.3895,0,0.02739,1.861,1.575,0.5324,2.023,-0.002219,0
1329,0.8683,0.6696,0.9978,1989,0,82.02,81.35,8.72e-06,0.1242,0.9456,0.9595,0.01523,0.3612,0,0.02141,1.973,1.698,0.5807,2.158,-0.00429,0
1330,0.6504,0.4509,0.9978,2237,0,82.02,64.31,8.72e-06,0.1202,0.9411,0.9609,0.01593,0.441,0,0.02732,2.401,2.111,0.7775,2.247,-0.0002638,0
1331,0.7678,0.5714,0.9911,2149,0.004464,82.02,87.12,8.72e-06,0.08603,0.9573,0.9738,0.01144,0.3539,0,0.02171,1.89,1.715,0.5381,1.554,-0.009338,0
1332,0.8633,0.6652,1,2217,0,82.02,88.28,8.72e-06,0.07838,0.9649,0.9787,0.008766,0.3615,0,0.02507,1.664,1.539,0.4379,0.906,-0.00945,0
1333,0.7692,0.5759,0.9866,3286,0.004464,82.02,120.4,8.72e-06,0.0881,0.955,0.9706,0.01179,0.322,0,0.02545,2.099,1.898,0.6393,0.8451,-0.02004,0
1334,0.8354,0.6429,0.9821,2808,0.008929,84.92,90.74,8.71e-06,0.04757,0.9661,0.9891,0.007848,0.2948,0,0.03074,2.152,2.046,0.6412,1.046,-0.01937,0
1335,0.6801,0.4821,0.9955,2811,0,84.92,92.62,8.71e-06,0.05925,0.9599,0.9842,0.009627,0.3438,0,0.02394,2.411,2.262,0.7635,1.279,-0.005585,0
1336,0.6779,0.4821,0.9866,2630,0.004464,84.92,92.3,8.71e-06,0.06386,0.9586,0.9838,0.009482,0.3888,0,0.01999,2.771,2.611,0.8557,1.342,-0.008041,0
1337,0.5993,0.4018,0.9978,2667,0.004464,84.92,85.75,8.71e-06,0.07264,0.956,0.9802,0.0109,0.3492,0,0.02261,2.585,2.384,0.8221,1.546,-0.01023,0
1338,0.6159,0.4241,0.9799,3085,0.01339,84.92,118.1,8.71e-06,0.06031,0.9576,0.9836,0.009671,0.3528,0,0.0245,2.693,2.524,0.8799,1.631,-0.02101,0
1339,0.5662,0.3884,0.9442,2967,0.03125,84.92,97.58,8.71e-06,0.03498,0.9731,0.9942,0.004236,0.404,0,0.03003,2.67,2.583,0.8789,2.188,-0.05513,0
1340,0.6578,0.4688,0.9754,2794,0.01786,84.92,79.95,8.7e-06,0.04379,0.9644,0.9913,0.007029,0.3281,0,0.02855,2.827,2.711,0.9075,2.374,-0.03039,0
1341,0.7219,0.5402,0.9598,3374,0.03571,84.92,97.95,8.7e-06,0.02821,0.9763,0.9961,0.003492,0.3968,0,0.02251,2.599,2.524,0.8343,2.311,-0.05133,0
1342,0.8038,0.6116,0.9911,2461,0.004464,84.92,93.67,8.7e-06,0.04245,0.9734,0.9921,0.004353,0.4034,0,0.02069,2.563,2.467,0.799,2.219,-0.03022,0
1343,0.8299,0.6339,0.9844,2909,0,84.92,81.76,8.7e-06,0.03236,0.9728,0.9951,0.004279,0.4411,0,0.0182,2.705,2.619,0.8911,1.426,-0.004296,0
1344,0.8227,0.625,0.9911,2857,0,84.92,85.54,8.7e-06,0.0328,0.9745,0.9954,0.003631,0.4132,0,0.02446,2.643,2.563,0.871,1.486,-0.002627,0
1345,0.9054,0.7054,1,2511,0,84.92,81.55,8.69e-06,0.04336,0.9719,0.9934,0.004917,0.4272,0,0.02132,2.595,2.489,0.8452,1.53,0,0
1346,0.8887,0.692,1,2818,0,84.92,104.8,8.69e-06,0.03055,0.9773,0.9954,0.003496,0.431,0,0.02134,2.327,2.26,0.7397,1.313,-0.01641,0
1347,0.8712,0.6741,0.9911,2081,0.004464,84.92,68.54,8.69e-06,0.07825,0.9506,0.9819,0.01223,0.3067,0,0.01774,2.979,2.725,0.9331,1.551,-0.005548,0
1348,0.8914,0.6964,0.9821,1905,0.004464,84.92,86.82,8.69e-06,0.08067,0.9534,0.9828,0.01111,0.334,0,0.01807,2.858,2.621,0.8927,1.867,-0.007329,0
1349,0.841,0.6429,0.9955,2157,0,84.92,87.06,8.69e-06,0.08524,0.9491,0.9781,0.01279,0.3423,0,0.0218,2.663,2.415,0.8172,1.254,-0.004939,0
1350,0.8191,0.6205,0.9933,1805,0,84.92,63.02,8.69e-06,0.09992,0.9454,0.9742,0.01415,0.3466,0,0.02895,2.637,2.365,0.8212,1.37,-0.0005864,0
1351,0.7556,0.558,0.9955,2637,0,84.92,101.7,8.68e-06,0.07309,0.957,0.9805,0.01052,0.3461,0,0.02735,2.341,2.182,0.7409,1.762,-0.007819,0
1352,0.8578,0.6607,0.9911,2468,0.004464,84.92,82.63,8.68e-06,0.0685,0.9558,0.9805,0.0109,0.3765,0,0.03547,2.289,2.121,0.7008,1.694,-0.005591,0
1353,0.7256,0.5268,0.9955,2034,0,84.92,49.54,8.68e-06,0.05594,0.9619,0.9875,0.008223,0.3601,0,0.02297,2.234,2.109,0.6933,1.495,-0.001707,0
1354,0.679,0.4821,0.9911,2826,0,84.92,78.17,8.68e-06,0.04957,0.9655,0.9884,0.007147,0.3583,0,0.02864,2.215,2.103,0.7006,1.67,-0.006792,0
1355,0.7125,0.5134,1,2638,0,84.92,74.78,8.68e-06,0.07397,0.9578,0.9796,0.01046,0.3095,0,0.026,2.419,2.218,0.7781,1.727,-0.00458,0
1356,0.7491,0.5491,1,1717,0,84.92,51.8,8.67e-06,0.04486,0.9714,0.9931,0.005748,0.3776,0,0.01889,1.988,1.897,0.5949,0.6353,0,0
1357,0.7223,0.5223,1,2036,0,84.92,67.57,8.67e-06,0.0523,0.9654,0.9905,0.007825,0.3982,0,0.02344,2.304,2.178,0.7139,0.9733,-3.924e-05,0
1358,0.7922,0.5938,0.9978,1974,0,84.92,71.94,8.67e-06,0.06943,0.9629,0.9833,0.00923,0.3236,0,0.02484,2.099,1.929,0.6254,1.385,-0.005452,0
1359,0.8201,0.6205,0.9978,2020,0,84.92,78.03,8.67e-06,0.05539,0.9639,0.9869,0.008461,0.3754,0,0.02788,2.128,2.013,0.6843,1.368,0,0
1360,0.6732,0.4732,1,1813,0,84.92,82.56,8.67e-06,0.08125,0.9557,0.9809,0.01133,0.4455,0,0.02701,2.035,1.883,0.6253,1.681,0,0
1361,0.6991,0.5,0.9955,2023,0,84.92,72.6,8.66e-06,0.07097,0.9559,0.9823,0.01141,0.4556,0,0.0251,2.004,1.864,0.6095,1.56,0,0
1362,0.5785,0.3795,0.9978,2040,0,84.92,65.7,8.66e-06,0.08784,0.9542,0.9754,0.01226,0.4179,0,0.02438,1.935,1.763,0.5729,1.353,-0.00281,0
1363,0.8824,0.683,0.9978,1994,0,84.92,82.56,8.66e-06,0.04911,0.9658,0.99,0.007489,0.3655,0,0.02447,1.96,1.864,0.5855,0.9945,-0.001083,0
1364,0.8875,0.6875,1,1661,0,84.92,89.03,8.66e-06,0.077,0.9577,0.9804,0.01081,0.3992,0,0.0233,1.893,1.725,0.5278,0.8685,0,0
1365,0.7575,0.558,1,1805,0,84.92,55.58,8.66e-06,0.05706,0.9635,0.987,0.009251,0.407,0,0.0222,1.745,1.638,0.4636,1.121,-0.002906,0
1366,0.8196,0.6205,0.9955,1590,0,84.92,56.51,8.66e-06,0.06502,0.9612,0.9856,0.009962,0.394,0,0.02392,1.723,1.611,0.456,1.365,0,0
1367,0.7219,0.5223,0.9978,1662,0,84.92,54.99,8.65e-06,0.0738,0.9582,0.9812,0.01096,0.3588,0,0.03006,1.746,1.62,0.4769,1.47,0,0
1368,0.7893,0.5893,1,1414,0,84.92,63.79,8.65e-06,0.06451,0.9633,0.9886,0.009051,0.412,0,0.02257,1.801,1.69,0.4972,1.532,0,0
1369,0.7714,0.5714,1,1562,0,84.92,62.7,8.65e-06,0.121,0.9405,0.9658,0.01725,0.4173,0,0.02986,2.268,1.951,0.6503,1.763,0,0
1370,0.9484,0.75,0.9955,1331,0,84.92,68.47,8.65e-06,0.08408,0.9566,0.9799,0.01166,0.323,0,0.02058,1.788,1.633,0.4782,1.86,-0.003706,0
1371,0.7597,0.5714,0.9732,1810,0.02679,84.92,82.33,8.65e-06,0.07878,0.9588,0.9809,0.01071,0.4284,0,0.02374,1.878,1.726,0.5126,1.985,-0.03188,0
1372,0.8239,0.625,0.9978,1166,0,84.92,47.71,8.64e-06,0.07692,0.9641,0.985,0.009049,0.365,0,0.02161,1.572,1.455,0.3599,0.6111,-0.003098,0
1373,0.8713,0.6741,0.9911,1818,0.004464,84.92,80.1,8.64e-06,0.06088,0.9672,0.9883,0.008365,0.3896,0,0.02361,1.567,1.475,0.3789,0.8588,-0.004916,0
1374,0.8295,0.6295,1,1980,0,84.92,62,8.64e-06,0.06263,0.9615,0.9865,0.009457,0.3966,0,0.02402,1.685,1.58,0.4518,0.9998,0,0
1375,0.8246,0.625,0.9978,1914,0,84.92,59.65,8.64e-06,0.06271,0.9599,0.9861,0.00988,0.4426,0,0.02701,1.747,1.639,0.4916,1.091,0,0
1376,0.8161,0.6161,1,2218,0,84.92,66.36,8.64e-06,0.05241,0.9646,0.9881,0.008939,0.4303,0,0.03042,1.613,1.531,0.4243,1.103,0,0
1377,0.8245,0.625,0.9978,2287,0,84.92,69.35,8.63e-06,0.06021,0.9591,0.9858,0.01059,0.4087,0,0.02951,1.847,1.733,0.5272,1.182,-9.591e-05,0
