step,reward,acc,fmt,len,clipped,mem,step_time,lr,ppl_abs_diff,ess,is_weight,clipped_frac,r_std,zero_std,grad,tr_ppl,ro_ppl,ent,ent_thr,soft_ol,clip_region
510,0.7611,0.5625,1,1928,0,57.79,92.72,9.8e-06,0.04906,0.9828,0.9929,0.002948,0.4055,0,0.01378,1.452,1.38,0.3136,0.3089,-0.00688,0
511,0.8292,0.6295,1,2063,0,57.79,76.47,9.8e-06,0.03979,0.9858,0.9957,0.00234,0.3985,0,0.01311,1.45,1.395,0.3217,0.5582,-0.001306,0
512,0.8245,0.625,1,1832,0,64.5,69.35,9.8e-06,0.09012,0.9694,0.9864,0.006897,0.3765,0,0.01379,1.924,1.715,0.4808,0.5911,-0.002518,0
513,0.604,0.4062,1,2224,0,64.5,81.24,9.8e-06,0.04342,0.9846,0.9956,0.002277,0.4191,0,0.014,1.594,1.512,0.3776,0.7958,-0.0111,0
514,0.7203,0.5223,1,1898,0,64.5,74.08,9.8e-06,0.06306,0.9744,0.9897,0.005762,0.3429,0,0.01299,1.781,1.62,0.4222,1.901,-0.01024,0
515,0.8155,0.6161,0.9978,1649,0,64.5,67.4,9.8e-06,0.09086,0.9645,0.9827,0.008793,0.4019,0,0.009672,2.122,1.851,0.5547,1.315,-0.0007891,0
516,0.8636,0.6652,1,2159,0,64.5,88.26,9.8e-06,0.05033,0.9803,0.9927,0.003991,0.3163,0,0.01139,1.608,1.502,0.363,1.294,-0.007732,0
517,0.6894,0.4911,1,2480,0,71.65,95.18,9.8e-06,0.02645,0.9885,0.9981,0.001468,0.3644,0,0.01288,1.402,1.367,0.2976,0.7738,-0.008586,0
518,0.5401,0.3438,0.9978,2759,0,71.65,69.66,9.8e-06,0.02655,0.9889,0.9977,0.00131,0.3593,0,0.01393,1.444,1.407,0.3193,1.066,-0.01589,0
519,0.6122,0.4152,0.9955,2223,0.004464,82.01,90.07,9.8e-06,0.03317,0.9887,0.9974,0.001728,0.364,0,0.01157,1.322,1.281,0.2342,0.8629,-0.01028,0
520,0.5977,0.4018,0.9978,2598,0,82.01,77.4,9.8e-06,0.03367,0.9865,0.996,0.002276,0.3777,0,0.01539,1.416,1.371,0.2986,0.8248,-0.01816,0
521,0.5626,0.3661,0.9933,2436,0,82.01,89.14,9.8e-06,0.0323,0.9886,0.997,0.001633,0.3455,0,0.01207,1.366,1.325,0.2659,0.9549,-0.01052,0
522,0.7257,0.5312,1,2403,0,82.01,71.47,9.8e-06,0.04351,0.983,0.9945,0.003364,0.3647,0,0.01473,1.519,1.434,0.3209,0.7304,-0.02777,0
523,0.7291,0.5402,0.9911,2184,0.008929,82.01,52.12,9.79e-06,0.06017,0.9802,0.9918,0.004242,0.4585,0,0.01434,1.587,1.468,0.3455,0.644,-0.04648,0
524,0.6757,0.4777,1,2044,0,82.01,60,9.79e-06,0.0545,0.9794,0.9928,0.003691,0.4224,0,0.01274,1.699,1.586,0.4039,0.7878,-0.00979,0
525,0.7466,0.558,0.9821,2207,0.01786,82.01,62,9.79e-06,0.05332,0.9829,0.9931,0.002997,0.4412,0,0.01604,1.552,1.461,0.3307,0.8766,-0.03942,0
526,0.7469,0.5625,0.9777,2724,0.02232,82.01,85.22,9.79e-06,0.05549,0.9823,0.9923,0.003361,0.4085,0,0.01726,1.508,1.407,0.3144,0.7293,-0.05548,0
527,0.726,0.5357,0.9821,2117,0.01786,82.01,39.9,9.79e-06,0.05421,0.9836,0.9949,0.003043,0.4155,0,0.01453,1.509,1.418,0.3047,0.6241,-0.03063,0
528,0.6284,0.442,0.971,2473,0.02679,82.01,95.64,9.79e-06,0.04928,0.9813,0.9938,0.003286,0.4406,0,0.01601,1.562,1.472,0.3446,0.8667,-0.03902,0
529,0.7643,0.5848,0.9688,2488,0.03125,82.01,71.01,9.79e-06,0.04752,0.9834,0.995,0.003136,0.4791,0,0.01408,1.548,1.456,0.3265,0.7359,-0.0712,0
530,0.711,0.5223,0.9821,3117,0.01786,82.01,90.63,9.79e-06,0.03953,0.9866,0.9963,0.001791,0.4698,0,0.01537,1.538,1.468,0.3515,0.8237,-0.03881,0
531,0.7139,0.5179,0.9955,2348,0.004464,82.01,44.05,9.79e-06,0.07565,0.9764,0.9888,0.004498,0.4045,0,0.01639,1.765,1.607,0.4169,0.8993,-0.01549,0
532,0.7689,0.5759,0.9911,2729,0.008929,82.01,89.27,9.79e-06,0.04428,0.9823,0.9934,0.002924,0.3804,0,0.01714,1.642,1.55,0.391,0.9355,-0.02589,0
533,0.5905,0.3973,0.9933,3130,0.004464,82.01,94.11,9.79e-06,0.04086,0.9836,0.9949,0.002641,0.4288,0,0.01719,1.593,1.511,0.3739,0.7831,-0.02727,0
534,0.5757,0.3795,1,3277,0,82.01,97.14,9.79e-06,0.03976,0.9857,0.9943,0.001976,0.4523,0,0.01586,1.529,1.464,0.3611,0.7495,-0.0186,0
535,0.5847,0.3884,0.9955,2919,0.004464,82.01,93.27,9.79e-06,0.03646,0.9834,0.9955,0.003058,0.4384,0,0.01712,1.555,1.492,0.3723,0.8305,-0.01387,0
536,0.7622,0.5625,1,2273,0,82.01,89.59,9.78e-06,0.0828,0.9758,0.9871,0.005361,0.4001,0,0.01595,1.616,1.469,0.3747,0.6884,-0.001454,0
537,0.6491,0.4509,1,2364,0,82.01,88.72,9.78e-06,0.09734,0.9679,0.9837,0.008044,0.3884,0,0.01547,2.025,1.761,0.4969,2.132,-0.009118,0
538,0.712,0.5134,0.9955,2371,0,82.01,81.87,9.78e-06,0.1025,0.9706,0.9833,0.006759,0.3721,0,0.01567,1.799,1.577,0.4053,1.438,-0.002544,0
539,0.7087,0.5089,1,1406,0,82.01,78.75,9.78e-06,0.1344,0.9601,0.9774,0.01024,0.378,0,0.01384,2.055,1.732,0.4818,2.11,-0.001184,0
540,0.7741,0.5759,1,2136,0,82.01,85.45,9.78e-06,0.07591,0.9753,0.9856,0.005093,0.403,0,0.01327,1.722,1.541,0.39,0.3789,-0.008959,0
541,0.9723,0.7723,1,2227,0,79.12,73.21,9.78e-06,0.03022,0.9883,0.9974,0.001632,0.3766,0,0.01329,1.382,1.342,0.2759,0.7189,0,0
542,0.654,0.4554,1,2447,0,79.12,82.25,9.78e-06,0.04388,0.9823,0.9939,0.003295,0.4542,0,0.01474,1.608,1.529,0.3967,0.8312,-0.006686,0
543,0.8781,0.6786,0.9978,1763,0,79.12,74.8,9.78e-06,0.038,0.9868,0.9968,0.001861,0.414,0,0.009974,1.432,1.38,0.2975,0.3544,-1.526e-05,0
544,0.8066,0.6071,1,1625,0,79.12,65.51,9.78e-06,0.06675,0.9749,0.9911,0.005422,0.4132,0,0.01272,1.76,1.623,0.4419,0.2995,-0.002936,0
545,0.6952,0.4955,1,2017,0,79.12,71.4,9.78e-06,0.04764,0.9804,0.9936,0.002906,0.4085,0,0.01092,1.639,1.552,0.4017,0.7628,-0.001611,0
546,0.8116,0.6116,1,2079,0,79.12,73.67,9.78e-06,0.04459,0.9811,0.9934,0.002879,0.4018,0,0.01354,1.714,1.614,0.433,1.338,0,0
547,0.7789,0.5804,1,2158,0,79.12,87.23,9.78e-06,0.0663,0.977,0.9916,0.004763,0.3597,0,0.01392,1.724,1.586,0.414,1.303,-0.007289,0
548,0.9316,0.7321,1,1861,0,79.12,74.24,9.77e-06,0.08145,0.9682,0.9849,0.007293,0.2755,0,0.01514,1.947,1.724,0.4814,1.935,-0.002747,0
549,0.7084,0.5089,1,2093,0,79.12,91.38,9.77e-06,0.05,0.9812,0.9928,0.003726,0.344,0,0.01227,1.592,1.483,0.3502,1.187,-0.002688,0
550,0.5616,0.3616,1,1878,0,79.12,46.93,9.77e-06,0.03731,0.9865,0.9979,0.001641,0.4294,0,0.012,1.535,1.48,0.3577,0.9852,0,0
551,0.6732,0.4732,1,1596,0,79.12,85.73,9.77e-06,0.08123,0.977,0.9883,0.005595,0.4347,0,0.01306,1.488,1.337,0.2666,0.539,-0.0003183,0
552,0.7711,0.5714,1,2027,0,79.12,81.79,9.77e-06,0.04233,0.9871,0.9961,0.001992,0.4145,0,0.01253,1.368,1.306,0.2489,0.576,-0.001685,0
553,0.6593,0.4598,1,1656,0,79.12,54.73,9.77e-06,0.06724,0.9798,0.9921,0.004049,0.3988,0,0.01177,1.683,1.534,0.3565,0.8453,-0.002367,0
554,0.6719,0.4777,0.9911,1823,0.008929,79.12,73.54,9.77e-06,0.05045,0.9843,0.9948,0.002743,0.4474,0,0.01267,1.467,1.383,0.2872,0.6596,-0.01999,0
555,0.7307,0.5357,0.9955,2314,0.004464,79.12,61.03,9.77e-06,0.04274,0.9844,0.995,0.002199,0.4103,0,0.01524,1.573,1.493,0.3594,0.9406,-0.02067,0
556,0.7576,0.567,0.9821,1956,0.01786,79.12,66.11,9.77e-06,0.06411,0.9783,0.9899,0.004318,0.4658,0,0.01514,1.597,1.472,0.3487,0.8984,-0.02886,0
557,0.6891,0.4955,0.9866,2008,0.01339,79.12,68.93,9.77e-06,0.06112,0.9808,0.9925,0.003914,0.4349,0,0.01484,1.593,1.475,0.3385,0.6183,-0.01855,0
558,0.7487,0.558,0.9821,2158,0.01786,79.12,66.81,9.77e-06,0.052,0.9816,0.9942,0.003167,0.42,0,0.01386,1.63,1.52,0.3526,1.036,-0.02868,0
559,0.7027,0.5089,0.9911,1687,0.008929,79.12,82.1,9.77e-06,0.07703,0.9784,0.9905,0.00414,0.4438,0,0.01352,1.605,1.465,0.3419,0.7039,-0.02237,0
560,0.7797,0.5848,1,2665,0,79.12,68,9.76e-06,0.03985,0.9852,0.996,0.002263,0.4165,0,0.01551,1.553,1.477,0.3442,0.9263,-0.02557,0
561,0.7192,0.5268,0.9888,2117,0.008929,79.12,69.29,9.76e-06,0.06856,0.9782,0.9921,0.004473,0.383,0,0.01342,1.723,1.57,0.3935,0.9267,-0.0269,0
562,0.564,0.3661,0.9955,2422,0,79.12,84.78,9.76e-06,0.06034,0.9791,0.9908,0.003945,0.4454,0,0.01659,1.69,1.564,0.3993,0.8941,-0.005975,0
563,0.5332,0.3348,1,2364,0,79.12,81.22,9.76e-06,0.07289,0.9718,0.9873,0.006455,0.4165,0,0.01612,1.852,1.668,0.4482,0.8137,-0.007945,0
564,0.6591,0.4598,1,1670,0,79.12,45.35,9.76e-06,0.07359,0.9729,0.9886,0.005997,0.4107,0,0.01515,1.78,1.62,0.4234,1.095,-0.00385,0
565,0.6671,0.4688,1,2652,0,79.12,73.94,9.76e-06,0.05392,0.9807,0.9934,0.003826,0.4286,0,0.01805,1.645,1.533,0.3868,0.812,-0.008231,0
566,0.7473,0.5491,1,2466,0,79.12,84.59,9.76e-06,0.03869,0.9842,0.9957,0.002546,0.458,0,0.01563,1.514,1.454,0.3537,0.7755,-0.008822,0
567,0.8027,0.6027,1,1522,0,79.12,65.24,9.76e-06,0.1148,0.972,0.9819,0.006314,0.3688,0,0.01358,1.623,1.425,0.3489,0.7054,0,0
568,0.5929,0.3929,1,1461,0,79.12,56.41,9.76e-06,0.117,0.9702,0.9821,0.006982,0.4291,0,0.01184,1.849,1.608,0.4282,1.406,0,0
569,0.69,0.4911,1,1678,0,79.12,73.38,9.76e-06,0.09916,0.9718,0.9867,0.006534,0.3732,0,0.01292,1.709,1.531,0.4104,0.7317,-0.005321,0
570,0.8116,0.6116,1,1593,0,79.12,62.36,9.76e-06,0.09441,0.9777,0.989,0.004567,0.3368,0,0.0111,1.587,1.429,0.3435,0.7601,0,0
571,0.7953,0.5982,1,2428,0,79.12,92.29,9.76e-06,0.03729,0.9847,0.9957,0.002145,0.4219,0,0.01412,1.455,1.398,0.31,0.4611,-0.01461,0
572,0.9321,0.7321,1,1930,0,79.12,80.86,9.75e-06,0.06693,0.9777,0.9915,0.004536,0.4123,0,0.01328,1.594,1.46,0.3356,0.4318,-0.0001046,0
573,0.9493,0.75,1,1985,0,79.12,61.66,9.75e-06,0.06739,0.9776,0.9899,0.005437,0.3695,0,0.01471,1.583,1.429,0.3132,0.4429,-0.003677,0
574,0.8677,0.6696,1,2164,0,66.81,86.84,9.75e-06,0.04436,0.9838,0.9956,0.002773,0.2871,0,0.01616,1.45,1.388,0.3082,0.2564,-0.009698,0
575,0.9265,0.7277,1,1924,0,70.08,71.99,9.75e-06,0.04693,0.9829,0.9959,0.002725,0.3635,0,0.01459,1.505,1.435,0.3372,0.5129,-0.005692,0
576,0.8555,0.6562,1,1733,0,70.08,66.7,9.75e-06,0.0639,0.9799,0.9926,0.004206,0.3641,0,0.01011,1.642,1.516,0.3717,0.2968,-0.003841,0
577,0.7976,0.5982,1,2034,0,72.07,71.71,9.75e-06,0.04568,0.9846,0.9965,0.002332,0.4198,0,0.01369,1.524,1.456,0.3402,0.4362,-0.002897,0
578,0.7788,0.5804,1,2547,0,72.07,87.49,9.75e-06,0.05092,0.9816,0.9934,0.003589,0.2813,0,0.01349,1.572,1.466,0.338,1.285,-0.007917,0
579,0.7439,0.5446,1,2347,0,72.07,78.35,9.75e-06,0.04739,0.9809,0.9939,0.003805,0.3929,0,0.01447,1.649,1.545,0.3919,1.336,-0.003819,0
580,0.6039,0.4062,0.9978,2474,0,72.07,78.64,9.75e-06,0.06336,0.9789,0.9916,0.004538,0.3348,0,0.01579,1.717,1.567,0.4107,0.6834,-0.009591,0
581,0.7319,0.5402,0.9955,2876,0.004464,72.07,97.02,9.75e-06,0.03055,0.9856,0.9977,0.001843,0.3228,0,0.01368,1.603,1.553,0.3971,0.7152,-0.03678,0
582,0.4694,0.2723,1,3019,0,72.07,96.29,9.75e-06,0.02598,0.9893,0.9978,0.001546,0.3307,0,0.01249,1.372,1.338,0.2706,0.805,-0.01463,0
583,0.5606,0.3616,1,2529,0,72.07,82.2,9.75e-06,0.03337,0.988,0.997,0.001741,0.391,0,0.01361,1.383,1.339,0.2718,0.7209,-0.005273,0
584,0.5922,0.3929,0.9978,2128,0,72.07,82.47,9.74e-06,0.0338,0.9874,0.9968,0.001854,0.3748,0,0.01297,1.366,1.322,0.2619,0.6902,-0.001048,0
585,0.5525,0.3527,1,2070,0,72.07,59.62,9.74e-06,0.037,0.9886,0.9966,0.001752,0.3915,0,0.0137,1.321,1.275,0.2265,0.6985,-0.0006758,0
586,0.7978,0.5982,1,2433,0,72.07,64.87,9.74e-06,0.03858,0.9846,0.9957,0.002539,0.4442,0,0.01885,1.491,1.433,0.3363,0.3516,-0.001868,0
587,0.7027,0.5089,0.9955,2238,0.004464,72.07,47.56,9.74e-06,0.07453,0.9766,0.9882,0.00508,0.4154,0,0.01564,1.627,1.472,0.344,0.6939,-0.02656,0
588,0.692,0.5,0.9911,2420,0.008929,72.07,68.18,9.74e-06,0.0705,0.977,0.99,0.005652,0.4026,0,0.01378,1.644,1.494,0.3593,0.7076,-0.03113,0
589,0.7255,0.5312,0.9955,1791,0.004464,72.07,67.88,9.74e-06,0.06712,0.9804,0.9931,0.003506,0.4346,0,0.01264,1.637,1.509,0.3628,0.9584,-0.02417,0
590,0.7142,0.5223,0.9911,2893,0.008929,83.7,102.8,9.74e-06,0.04317,0.9837,0.9948,0.00278,0.4239,0,0.01707,1.576,1.486,0.3514,0.7464,-0.03182,0
591,0.6722,0.4821,0.9866,2317,0.01339,83.7,87.59,9.74e-06,0.04343,0.9869,0.9961,0.001813,0.4541,0,0.01418,1.422,1.347,0.2546,0.7821,-0.03607,0
592,0.7296,0.5446,0.9777,2637,0.02232,83.7,96.99,9.74e-06,0.04645,0.9843,0.9956,0.002787,0.4645,0,0.01506,1.554,1.448,0.3104,0.7637,-0.05267,0
593,0.4754,0.2768,1,2967,0,83.7,84.4,9.74e-06,0.04251,0.9844,0.994,0.002547,0.4174,0,0.0149,1.499,1.431,0.343,0.8288,-0.006873,0
594,0.5939,0.3973,0.9933,2672,0.004464,83.7,69.58,9.74e-06,0.04848,0.9794,0.9923,0.00398,0.4034,0,0.01605,1.663,1.555,0.4009,0.7898,-0.01044,0
595,0.6811,0.4821,1,2472,0,83.7,82.7,9.73e-06,0.05494,0.9792,0.9915,0.004448,0.4436,0,0.01751,1.608,1.492,0.3624,0.702,-0.005367,0
596,0.6094,0.4107,1,2416,0,83.7,68.87,9.73e-06,0.06167,0.9772,0.9906,0.004306,0.4173,0,0.0206,1.718,1.584,0.4193,0.8307,-0.006372,0
597,0.8062,0.6071,0.9978,2853,0,83.7,88.03,9.73e-06,0.06545,0.9741,0.9878,0.005476,0.4441,0,0.01499,1.833,1.656,0.457,0.8374,-0.00269,0
598,0.7089,0.5089,1,1595,0,83.7,61.03,9.73e-06,0.1109,0.9755,0.9856,0.005087,0.4222,0,0.01205,1.581,1.401,0.3304,0.7513,0,0
599,0.7402,0.5402,1,1633,0,83.7,59.89,9.73e-06,0.15,0.9635,0.9745,0.009342,0.3673,0,0.01343,1.931,1.609,0.4466,1.399,0,0
600,0.6107,0.4107,1,1493,0,83.7,58.78,9.73e-06,0.1768,0.9543,0.9678,0.01183,0.3948,0,0.012,2.327,1.848,0.5323,2.091,0,0
601,0.6286,0.4286,1,1605,0,83.7,68.18,9.73e-06,0.1626,0.9638,0.9732,0.008405,0.386,0,0.01447,2.064,1.673,0.462,2.076,0,0
602,0.7978,0.5982,0.9978,2094,0,83.7,74.36,9.73e-06,0.03989,0.9877,0.9956,0.001927,0.41,0,0.01489,1.32,1.266,0.2176,0.4895,0,0
603,0.8102,0.6116,1,2281,0,83.7,71.18,9.73e-06,0.06329,0.9748,0.9868,0.005669,0.4179,0,0.01395,1.619,1.497,0.367,0.5621,-0.00725,0
604,0.9388,0.7411,0.9978,2164,0,83.7,78.62,9.73e-06,0.05036,0.9811,0.9938,0.00362,0.4274,0,0.01388,1.58,1.464,0.3195,0.4642,-0.009105,0
605,0.7987,0.6027,0.9955,2862,0.004464,83.7,96.95,9.73e-06,0.02301,0.9892,0.9985,0.001285,0.3354,0,0.01926,1.381,1.35,0.2705,0.5249,-0.01562,0
606,0.6684,0.4688,1,2168,0,66.51,80.14,9.73e-06,0.04934,0.9808,0.9943,0.003272,0.416,0,0.01559,1.501,1.426,0.3362,0.5743,-0.001986,0
607,0.95,0.75,1,1574,0,66.51,78.72,9.72e-06,0.09125,0.9746,0.9886,0.005155,0.3759,0,0.01619,1.674,1.485,0.3546,0.223,0,0
608,0.8067,0.6071,0.9978,1786,0,66.51,67.99,9.72e-06,0.04962,0.9834,0.9963,0.002611,0.3877,0,0.01141,1.488,1.411,0.3152,0.4492,0,0
609,0.8688,0.6696,0.9978,1994,0,66.51,76.29,9.72e-06,0.04653,0.984,0.996,0.002437,0.384,0,0.01302,1.458,1.394,0.3102,0.4309,-0.00189,0
610,0.7571,0.558,0.9955,2073,0,66.51,73.03,9.72e-06,0.05368,0.9779,0.9927,0.004823,0.3536,0,0.0173,1.632,1.51,0.3675,1.253,0,0
611,0.7179,0.5179,1,1667,0,66.51,61.91,9.72e-06,0.09209,0.9651,0.9871,0.008821,0.4017,0,0.014,1.956,1.713,0.4702,0.7294,0,0
612,0.8294,0.6295,1,1935,0,66.51,90.31,9.72e-06,0.06175,0.9776,0.9907,0.004408,0.3685,0,0.0115,1.628,1.489,0.3531,1.25,-0.0003618,0
613,0.5826,0.3839,0.9933,1594,0,66.51,48.01,9.72e-06,0.04797,0.9855,0.9955,0.002522,0.42,0,0.01247,1.4,1.332,0.26,0.7458,0,0
614,0.6688,0.4688,1,1486,0,66.51,42.67,9.72e-06,0.04946,0.9829,0.9957,0.002881,0.3961,0,0.01172,1.472,1.398,0.3096,0.7169,0,0
615,0.7487,0.5491,0.9978,1231,0,66.51,59.75,9.72e-06,0.09178,0.9759,0.9862,0.004967,0.4056,0,0.01029,1.608,1.42,0.3107,0.6623,0,0
616,0.5926,0.3929,1,1454,0,66.51,71.8,9.72e-06,0.07952,0.9721,0.9866,0.006804,0.431,0,0.01166,1.763,1.561,0.3712,0.7908,-0.001238,0
617,0.454,0.2545,0.9978,1518,0,66.51,47.85,9.72e-06,0.05616,0.9865,0.9946,0.00213,0.3943,0,0.01258,1.368,1.293,0.2362,0.5937,0,0
618,0.5318,0.3348,1,2455,0,66.51,90.46,9.71e-06,0.04087,0.9858,0.9954,0.002187,0.4163,0,0.01479,1.489,1.417,0.3134,0.8963,-0.01519,0
619,0.7399,0.5446,0.9933,2182,0.004464,66.51,61.54,9.71e-06,0.04961,0.9836,0.9954,0.003253,0.4253,0,0.01513,1.552,1.451,0.3221,0.7923,-0.01696,0
620,0.792,0.5938,0.9978,1751,0,66.51,58.39,9.71e-06,0.11,0.9733,0.9794,0.005479,0.406,0,0.0116,1.716,1.478,0.3616,0.7167,-0.006744,0
621,0.8479,0.6518,0.9933,1880,0.008929,66.51,100.7,9.71e-06,0.1053,0.9722,0.9816,0.006748,0.414,0,0.01907,1.747,1.514,0.3824,0.7696,-0.01269,0
622,0.8527,0.6562,0.9955,2089,0.004464,66.51,54.91,9.71e-06,0.05311,0.9854,0.9948,0.002447,0.4234,0,0.01324,1.423,1.337,0.2768,0.6484,-0.0132,0
623,0.7233,0.5268,1,2673,0,66.51,91.81,9.71e-06,0.03978,0.9831,0.9959,0.002807,0.4627,0,0.01442,1.621,1.534,0.3841,0.8535,-0.01727,0
624,0.6806,0.4821,0.9978,2223,0,66.51,72.11,9.71e-06,0.04675,0.9827,0.9926,0.00301,0.4608,0,0.01465,1.549,1.471,0.3705,0.752,-0.005598,0
625,0.664,0.4643,1,2113,0,66.51,69.52,9.71e-06,0.06727,0.9761,0.9894,0.005373,0.4399,0,0.01547,1.636,1.505,0.3848,0.7873,-0.001635,0
626,0.6549,0.4554,1,2131,0,66.51,78.84,9.71e-06,0.06701,0.9751,0.9885,0.00571,0.4278,0,0.01528,1.657,1.528,0.4011,0.8778,-0.002385,0
627,0.6061,0.4062,1,2638,0,66.51,79.6,9.71e-06,0.04714,0.9807,0.9929,0.003782,0.4639,0,0.01634,1.607,1.517,0.3974,0.9174,-0.0007019,0
628,0.6241,0.4241,1,1179,0,66.51,46.61,9.71e-06,0.1798,0.956,0.968,0.01121,0.3774,0,0.01292,2.203,1.761,0.5177,2.143,0,0
629,0.6973,0.5,0.9911,1518,0.004464,66.51,63.41,9.7e-06,0.09421,0.9707,0.9869,0.007115,0.361,0,0.01333,1.869,1.651,0.4559,1.373,-0.004464,0
630,0.7402,0.5402,1,1114,0,66.51,42.83,9.7e-06,0.2038,0.9517,0.9632,0.01236,0.3655,0,0.01226,2.489,1.995,0.6096,2.091,0,0
631,0.6237,0.4241,0.9978,1188,0,66.51,61.21,9.7e-06,0.203,0.9443,0.9596,0.0154,0.4118,0,0.009704,2.6,2.049,0.6466,2.212,0,0
632,0.8426,0.6429,1,1939,0,66.51,68.5,9.7e-06,0.07024,0.9805,0.9885,0.003628,0.4035,0,0.01462,1.537,1.42,0.3474,0.74,-0.001157,0
633,0.8813,0.683,0.9978,2386,0,66.51,81.16,9.7e-06,0.03655,0.9863,0.9956,0.002109,0.4038,0,0.01814,1.466,1.399,0.3093,0.6131,-0.006481,0
634,0.9025,0.7054,0.9955,2663,0.004464,66.51,81.39,9.7e-06,0.02185,0.99,0.9987,0.001019,0.4562,0,0.01568,1.449,1.41,0.2976,0.5698,-0.009803,0
635,0.8865,0.6875,1,2263,0,70.73,82.4,9.7e-06,0.04635,0.9823,0.9941,0.003583,0.3683,0,0.0143,1.566,1.467,0.336,0.5886,-0.004994,0
636,0.6101,0.4152,0.9933,2485,0.004464,70.73,89.9,9.7e-06,0.04543,0.9837,0.9946,0.002867,0.358,0,0.01482,1.518,1.434,0.3426,0.5389,-0.01893,0
637,0.7461,0.5491,0.9955,2448,0.004464,70.73,87.86,9.7e-06,0.03955,0.9842,0.994,0.002659,0.3703,0,0.0178,1.525,1.457,0.3652,0.6794,-0.01053,0
638,0.5731,0.375,0.9955,1826,0.004464,70.73,71.77,9.7e-06,0.08764,0.9712,0.9848,0.006705,0.3633,0,0.01465,1.874,1.665,0.4759,0.6895,-0.004909,0
639,0.4456,0.25,0.9888,2202,0.008929,70.73,83.23,9.69e-06,0.07718,0.9722,0.9867,0.006241,0.3418,0,0.01397,1.8,1.626,0.4637,0.6515,-0.01069,0
640,0.6425,0.4464,0.9911,2307,0.008929,74.28,88.75,9.69e-06,0.09734,0.9688,0.9827,0.007512,0.4055,0,0.01305,1.96,1.711,0.5137,0.8619,-0.01096,0
641,0.8295,0.6295,1,1895,0,64.71,81.79,9.69e-06,0.0424,0.9844,0.996,0.002388,0.4562,0,0.01447,1.585,1.515,0.3818,0.7241,0,0
642,0.7711,0.5714,1,2616,0,74.4,88.43,9.69e-06,0.03685,0.9852,0.9953,0.002198,0.4288,0,0.01632,1.555,1.502,0.3778,1.237,-0.001607,0
643,0.5701,0.3705,1,2563,0,74.4,84.14,9.69e-06,0.056,0.9774,0.9913,0.004613,0.4317,0,0.01575,1.822,1.684,0.476,1.217,-0.001949,0
644,0.6415,0.442,1,2417,0,74.4,93.73,9.69e-06,0.03752,0.9854,0.9966,0.002162,0.4425,0,0.01483,1.563,1.509,0.3812,1.178,-0.00226,0
645,0.6906,0.4911,1,2066,0,74.4,80.73,9.69e-06,0.04468,0.9796,0.9944,0.003601,0.4529,0,0.0152,1.63,1.555,0.4098,0.973,-0.002537,0
646,0.8467,0.6473,1,1878,0,74.4,73.87,9.69e-06,0.04877,0.9837,0.9919,0.002909,0.3606,0,0.01326,1.391,1.325,0.273,0.8574,-0.003187,0
647,0.8201,0.6205,0.9978,1619,0,74.4,61.77,9.69e-06,0.0719,0.972,0.9882,0.006985,0.3565,0,0.01228,1.788,1.597,0.3938,0.8563,0,0
648,0.8601,0.6607,0.9978,1835,0,74.4,84.29,9.69e-06,0.04173,0.9851,0.9964,0.002319,0.4256,0,0.01484,1.415,1.357,0.2851,1.009,-0.0008567,0
649,0.9004,0.7009,0.9978,1707,0,74.4,71.46,9.69e-06,0.08789,0.9694,0.9857,0.007424,0.4262,0,0.01445,1.941,1.717,0.4851,0.8506,-0.0004621,0
650,0.9356,0.7366,0.9955,1938,0,74.4,78.26,9.68e-06,0.06278,0.9765,0.9921,0.005121,0.4025,0,0.01463,1.754,1.594,0.4215,0.7831,-0.0006322,0
651,0.8826,0.683,1,1851,0,74.4,72.17,9.68e-06,0.04152,0.9863,0.995,0.002342,0.3965,0,0.01624,1.358,1.303,0.25,0.7265,-0.002324,0
652,1.029,0.8304,0.9955,1457,0.004464,74.4,76.83,9.68e-06,0.08842,0.9677,0.984,0.008158,0.3645,0,0.01119,1.846,1.625,0.4324,0.7646,-0.004464,0
653,0.7669,0.567,1,2104,0,74.4,79.5,9.68e-06,0.06756,0.9723,0.9894,0.006391,0.4107,0,0.01552,2.014,1.81,0.5337,0.8746,-0.0001569,0
654,0.9531,0.7545,1,2398,0,74.4,85.35,9.68e-06,0.03181,0.9866,0.9969,0.001816,0.3526,0,0.01688,1.455,1.411,0.3258,0.5273,-0.006757,0
655,0.7774,0.5804,1,2489,0,74.4,98.17,9.68e-06,0.03763,0.9829,0.9963,0.002759,0.2473,0,0.01299,1.557,1.499,0.3832,0.7352,-0.01503,0
656,0.9529,0.7545,0.9978,2383,0,74.4,78.37,9.68e-06,0.06463,0.9764,0.9901,0.00538,0.3708,0,0.01665,1.712,1.568,0.4062,0.6375,-0.005678,0
657,0.8102,0.6116,0.9978,1994,0,74.4,83.73,9.68e-06,0.06698,0.9768,0.9907,0.005609,0.3573,0,0.01255,1.673,1.52,0.3723,1.362,-0.004604,0
658,0.7012,0.5045,0.9911,2439,0.004464,74.4,105.7,9.68e-06,0.06791,0.9723,0.9889,0.006651,0.3041,0,0.01334,1.862,1.686,0.4756,1.819,-0.007296,0
659,0.7914,0.5938,1,2895,0,74.4,89.15,9.68e-06,0.02928,0.9872,0.997,0.001441,0.3604,0,0.01626,1.482,1.439,0.3415,0.7474,-0.01156,0
